Team,Conf,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM.1,OppO,OppD,AdjEM.2,Year,Seed
Holy Cross,Pat,8-21,-5.32,101.6,106.9,64.7,-0.15,-3.63,101.6,105.2,-0.37,2011,
Holy Cross,Pat,15-14,-5,99,104,65.3,0.055,-4.25,101,105.2,-1.3,2012,
Holy Cross,Pat,12-18,-6.48,99,105.5,61.5,0.002,-2.15,101.8,103.9,-2.17,2013,
Holy Cross,Pat,20-14,0.98,104.5,103.5,62.7,0.027,-2.6,103.1,105.7,0.54,2014,
Holy Cross,Pat,14-16,-6.49,101.2,107.7,63.6,0.03,-3.91,103.2,107.1,1.85,2015,
Holy Cross,Pat,15-20,-11.39,97.1,108.5,63.6,0.065,-6.09,101.9,108,-6.27,2016,16
Holy Cross,Pat,15-17,-4.23,98.7,102.9,60.4,0.022,-3,102.1,105.1,0.22,2017,
Holy Cross,Pat,12-19,-11.36,97.5,108.9,62.9,0.026,-6.02,101.8,107.8,-3.43,2018,
Holy Cross,Pat,16-17,-6.81,101.2,108,63.6,0.067,-3.74,103.2,107,-2.2,2019,
Holy Cross,Pat,3-29,-21.34,95.9,117.3,68.3,-0.042,-3.21,100.7,103.9,0.04,2020,
Holy Cross,Pat,5-11,-12.55,97.2,109.8,69.1,-0.047,-2.51,102,104.5,-99,2021,
Holy Cross,Pat,9-22,-20.07,91.2,111.3,67.1,0.059,-8.18,99,107.2,-4.08,2022,
Holy Cross,Pat,10-22,-16.53,94.1,110.6,69,0.005,-7.21,100.4,107.6,-6.23,2023,
Holy Cross,Pat,10-23,-19.57,100.8,120.4,65.7,0.017,-7.49,100.7,108.2,-3.42,2024,
Houston,CUSA,8-20,-4.84,93.2,98,63.2,0.021,5.03,104.7,99.6,2.44,2003,
Houston,CUSA,9-18,-5.5,93.9,99.4,61,0.02,2.28,104.6,102.3,-2.49,2004,
Houston,CUSA,18-14,6.55,106.4,99.8,66.3,0.037,4.52,105.1,100.5,2.42,2005,
Houston,CUSA,21-10,10.21,103.5,93.3,67.5,-0.014,1.61,102.6,101,2.22,2006,3
Houston,CUSA,18-15,7.3,107.1,99.8,68.8,-0.023,3.89,105.7,101.8,4.48,2007,
Houston,CUSA,24-10,11.28,114.2,102.9,69.1,-0.044,-0.9,102.2,103.1,-8.84,2008,
Houston,CUSA,21-12,11.49,109.2,97.7,68.5,-0.038,1.63,104.2,102.5,-4.81,2009,
Houston,CUSA,19-16,8.79,112,103.2,71.1,-0.083,3.76,105,101.2,0.68,2010,13
Houston,CUSA,12-18,-5.04,101.4,106.4,65.5,0.006,-0.24,102.6,102.9,-7.66,2011,
Houston,CUSA,15-15,-2.31,105.6,107.9,66.1,-0.001,-1.35,101.6,103,-8.74,2012,
Houston,CUSA,20-13,-0.82,108,108.8,69,-0.007,-5.79,98.9,104.7,-14.91,2013,
Houston,Amer,17-16,3.35,111.1,107.7,65.4,0.057,4.37,105.9,101.5,-9.04,2014,
Houston,Amer,13-19,-3.85,101.4,105.2,64.2,-0.057,-2.75,101.8,104.6,-14.23,2015,
Houston,Amer,22-10,11.81,116.7,104.9,66.3,-0.006,0.81,103.9,103.1,-11.35,2016,5
Houston,Amer,21-11,13.61,113.5,99.9,65.4,-0.032,2.32,105,102.7,-3.28,2017,2
Houston,Amer,27-8,20.24,114.6,94.4,68.4,-0.015,3.9,106.6,102.7,-3.08,2018,6
Houston,Amer,33-4,24.13,115.3,91.2,66.1,0.039,4.45,105.7,101.3,-4.16,2019,3
Houston,Amer,28-4,28.75,118.3,89.6,64.4,0.018,9.21,105.7,96.5,2.11,2021,2
Houston,Amer,32-6,27.7,116.8,89.1,63.6,-0.012,5.89,105.5,99.6,0.18,2022,5
Houston,Amer,33-4,27.72,118.1,90.4,63.5,0.023,4.56,107.2,102.6,-0.03,2023,1
Houston,B12,30-4,31.72,118.9,87.1,63.3,0.053,11.75,111.9,100.1,-0.79,2024,1
Houston 7*,Amer,23-8,20.39,112.7,92.3,65.7,-0.052,6.33,104.2,97.9,2.56,2020,
Houston Chr,ind,5-25,-18.16,95.9,114.1,70.3,-0.051,0.44,103.5,103,3.77,2009,
Houston Chr,GWC,12-21,-19.24,93.8,113,72.2,0.05,-12.38,94.9,107.2,-5.03,2010,
Houston Chr,GWC,5-26,-22.15,91.2,113.3,70.5,0.019,-9.97,97.9,107.8,-3.9,2011,
Houston Chr,GWC,10-20,-17.48,93.2,110.7,70.2,0.015,-7.25,100.1,107.3,-2.02,2012,
Houston Chr,GWC,14-17,-17.55,87.7,105.3,67.2,0.089,-9.08,96.5,105.6,-6.55,2013,
Houston Chr,Slnd,6-25,-20.66,91.5,112.2,67.6,-0.038,-5.56,103.2,108.8,4.52,2014,
Houston Chr,Slnd,12-16,-14.21,101.3,115.5,66.2,0.029,-4.69,102.4,107.1,3.61,2015,
Houston Chr,Slnd,17-17,-10.39,101.6,112,70.3,0.074,-4.83,102.3,107.2,4.49,2016,
Houston Chr,Slnd,17-14,-5.08,105.2,110.2,70.3,0.052,-3.5,102.7,106.2,13.67,2017,
Houston Chr,Slnd,6-25,-17.64,98.9,116.5,73.5,-0.092,-3.59,102.5,106.1,9.29,2018,
Houston Chr,Slnd,12-18,-9.88,103,112.9,73.9,-0.038,-5.81,101.1,106.9,6.35,2019,
Houston Chr,Slnd,4-25,-19.38,102.9,122.3,76.1,0.002,-3.12,101,104.1,13.24,2020,
Houston Chr,Slnd,6-19,-18.9,92.5,111.4,72.6,-0.003,-2.99,100.6,103.6,11.53,2021,
Houston Chr,Slnd,11-18,-17.14,95.2,112.3,68.8,-0.002,-8.68,99.7,108.4,-1.16,2022,
Houston Chr,Slnd,10-22,-18.97,101.7,120.7,70.5,-0.02,-8.3,101.9,110.2,-0.09,2023,
Houston Chr,Slnd,6-23,-21.98,96.7,118.7,71.3,-0.005,-2.53,104.9,107.5,12.03,2024,
Howard,MEAC,13-17,-11.57,97.6,109.2,69.8,-0.08,-12.25,95.4,107.6,2.38,2003,
Howard,MEAC,6-22,-19.39,87.4,106.8,65.9,-0.083,-12.28,96,108.2,-5.14,2004,
Howard,MEAC,5-23,-25.43,89.2,114.6,68.7,-0.026,-11.84,94.4,106.2,-4.46,2005,
Howard,MEAC,7-22,-17.28,93.6,110.9,66.1,-0.086,-10.81,95.8,106.6,1.46,2006,
Howard,MEAC,9-22,-22.07,94.7,116.8,64.4,0.054,-11.4,97.6,109,-5.56,2007,
Howard,MEAC,6-26,-23.29,85.9,109.2,62.6,-0.027,-7.55,99.1,106.6,-0.6,2008,
Howard,MEAC,8-23,-19.82,90.9,110.8,65.4,0,-8.45,96.9,105.4,-1.59,2009,
Howard,MEAC,7-25,-22.04,88.4,110.4,64.3,0.011,-6.85,98.1,105,0.75,2010,
Howard,MEAC,6-24,-24.24,87.9,112.2,64.6,0.024,-9.19,97.7,106.9,-1.56,2011,
Howard,MEAC,10-21,-15.16,91,106.1,65.4,0.04,-3.99,100.5,104.5,9.4,2012,
Howard,MEAC,7-24,-18.42,84.1,102.5,61,-0.044,-5.67,98.3,104,5.88,2013,
Howard,MEAC,8-25,-18.88,87.7,106.6,65.9,-0.027,-4.05,102.8,106.8,5.44,2014,
Howard,MEAC,16-16,-7.91,93.9,101.9,62.7,0.016,-6.17,100.7,106.9,2.76,2015,
Howard,MEAC,12-20,-16.61,93.5,110.1,70.4,0.009,-9.83,100,109.9,-1.69,2016,
Howard,MEAC,10-24,-19.79,90.4,110.2,68.1,-0.022,-7.93,100.6,108.5,8.33,2017,
Howard,MEAC,10-23,-19.04,99.4,118.5,69.9,-0.039,-9.5,99.6,109.1,2.28,2018,
Howard,MEAC,17-17,-11.89,102,113.9,71.3,0.017,-9.37,97.8,107.2,-0.38,2019,
Howard,MEAC,4-29,-26.15,93.6,119.7,70.2,-0.015,-8.29,96.7,105,0.96,2020,
Howard,MEAC,1-4,-13.94,98.2,112.2,69.5,0.102,-1.12,103.6,104.7,-1.12,2021,
Howard,MEAC,16-13,-5.45,100.3,105.7,70.4,-0.058,-8.66,96.1,104.7,-2.37,2022,
Howard,MEAC,22-13,-3.38,103.5,106.9,69,0.096,-5.6,101.3,106.9,-0.01,2023,16
Howard,MEAC,18-16,-8.26,105.5,113.8,67.5,0.023,-6.93,100.7,107.6,0.03,2024,16
Idaho,BW,12-15,-4.61,96.4,101,62.3,0.012,-2.9,100.3,103.2,-2.74,2003,
Idaho,BW,14-16,-0.31,99.7,100,63.4,-0.01,0.5,104.1,103.6,5.91,2004,
Idaho,BW,8-22,-8.55,96,104.5,63.6,-0.049,-0.93,102.1,103,-0.92,2005,
Idaho,WAC,4-25,-13.12,97.8,110.9,61.6,-0.064,4.16,105.2,101,1.47,2006,
Idaho,WAC,4-27,-15.54,94.3,109.9,66.2,0.024,2.43,105.5,103,-0.96,2007,
Idaho,WAC,8-21,-13.4,96.3,109.7,64.2,-0.004,-1.81,103.2,105,-2.76,2008,
Idaho,WAC,17-16,0.25,104.4,104.1,62.4,0.017,0.5,103.5,103,-0.42,2009,
Idaho,WAC,15-16,2.67,105.6,102.9,64.9,-0.045,1.97,104.8,102.8,-1.18,2010,
Idaho,WAC,18-14,2.25,104.7,102.4,63.9,0.015,-0.72,101.8,102.5,-4.49,2011,
Idaho,WAC,19-14,1.29,106.6,105.3,62.5,0.012,-0.77,103.7,104.5,-1.9,2012,
Idaho,WAC,12-18,-2.97,109.9,112.8,62,0,0.49,101.9,101.4,2.26,2013,
Idaho,WAC,16-18,-7.12,105.4,112.5,65.6,0.078,-4.4,103.2,107.6,-2.36,2014,
Idaho,BSky,13-17,-5.29,107.7,112.9,67.5,-0.07,-4.51,104.3,108.8,1.05,2015,
Idaho,BSky,21-13,-4.87,98.6,103.5,65.8,0.076,-6.39,102.1,108.4,-0.97,2016,
Idaho,BSky,19-14,-4.23,101.8,106,66.5,0.031,-5.98,102.5,108.5,-1.34,2017,
Idaho,BSky,22-9,3.54,109.2,105.6,65.6,0.039,-3.98,103.1,107.1,-3.07,2018,
Idaho,BSky,5-27,-23.78,95.2,118.9,65.4,-0.036,-6.99,102.3,109.3,-3.53,2019,
Idaho,BSky,8-24,-14.29,92.8,107.1,68.9,-0.023,-1.35,102.2,103.6,-1.61,2020,
Idaho,BSky,1-21,-23.01,90.6,113.6,66.8,-0.021,0.42,102.9,102.5,15.56,2021,
Idaho,BSky,9-22,-14.6,99.2,113.8,70,-0.028,-4.97,100.9,105.9,2.09,2022,
Idaho,BSky,10-22,-10.93,102.5,113.4,65.8,-0.057,-3.9,103.8,107.7,-6.69,2023,
Idaho,BSky,11-21,-13.66,98.4,112.1,64.8,-0.019,-3.51,105,108.5,-2.24,2024,
Idaho St,BSky,13-14,-2.21,99.6,101.8,70.4,0.013,-2.05,100.6,102.6,-0.42,2003,
Idaho St,BSky,13-18,-10.15,101.5,111.6,69.4,0.093,-1.87,101.9,103.8,1.96,2004,
Idaho St,BSky,9-18,-17.04,90.6,107.6,65.8,-0.017,-7.03,99.6,106.7,-5.22,2005,
Idaho St,BSky,13-14,-3.52,104.6,108.2,71,-0.015,-2.73,102.4,105.2,-4.65,2006,
Idaho St,BSky,13-17,-0.26,104.7,105,60.2,-0.073,-0.91,105.3,106.2,11.6,2007,
Idaho St,BSky,12-19,-14.07,95.8,109.9,60,0.092,-1.07,103.4,104.5,7.47,2008,
Idaho St,BSky,13-19,-2.64,102.7,105.4,62.6,-0.027,1.48,104.7,103.2,11.13,2009,
Idaho St,BSky,7-22,-11.85,103.8,115.6,62.5,-0.009,2.33,104.8,102.5,10.32,2010,
Idaho St,BSky,9-20,-13.06,98.4,111.4,63.9,-0.002,-1.47,104.1,105.5,3.93,2011,
Idaho St,BSky,9-21,-13.93,97.1,111,64.9,0.027,-3.06,101.9,104.9,2.01,2012,
Idaho St,BSky,6-24,-16.18,91.9,108.1,59.3,-0.117,-4.99,101.6,106.6,4.35,2013,
Idaho St,BSky,11-18,-7.58,104,111.6,63,-0.091,-5.87,103.5,109.3,6.9,2014,
Idaho St,BSky,7-23,-13.77,97.5,111.3,63.4,-0.092,-5.46,103.5,108.9,-2.5,2015,
Idaho St,BSky,16-15,-9.86,99.1,109,70.1,0.052,-7.3,101.9,109.2,-3.02,2016,
Idaho St,BSky,6-26,-17.91,97.9,115.8,68.9,-0.053,-2.67,104.3,107,4.84,2017,
Idaho St,BSky,14-16,-5.7,103.2,108.9,68.1,-0.005,-3.69,103.8,107.5,-2.39,2018,
Idaho St,BSky,11-19,-16.18,102.2,118.4,66.8,0.067,-5.3,102.5,107.8,7.29,2019,
Idaho St,BSky,8-22,-10.37,100.8,111.1,67.4,0.008,-0.26,102.4,102.7,4.22,2020,
Idaho St,BSky,13-11,-8.54,93.7,102.2,64.2,0,-2.49,101.1,103.6,5.63,2021,
Idaho St,BSky,7-23,-17.54,93.9,111.4,63.9,-0.038,-4.94,101,105.9,1.54,2022,
Idaho St,BSky,11-21,-6.45,102,108.5,65.1,-0.084,-2.53,104.7,107.3,-2.26,2023,
Idaho St,BSky,14-20,-6.71,103.4,110.1,63.9,-0.054,-3.3,105.5,108.8,-0.99,2024,
Illinois,B10,25-7,24.47,113.2,88.7,67.8,-0.029,7.29,105.8,98.5,-4.18,2003,4
Illinois,B10,26-7,22.11,117.8,95.7,63.5,0.055,8.13,107.7,99.5,2.52,2004,5
Illinois,B10,37-2,32.68,122.3,89.6,64.1,-0.007,8.16,107.3,99.1,0.31,2005,1
Illinois,B10,26-7,23.2,114.5,91.3,62.1,-0.019,6.77,106.4,99.6,-4.52,2006,4
Illinois,B10,23-12,17.5,107.3,89.8,62,-0.017,8.06,108.4,100.4,-0.2,2007,12
Illinois,B10,16-19,13.47,107.5,94,61,-0.119,9.61,108.4,98.8,3.4,2008,
Illinois,B10,24-10,18.72,106.8,88.1,62.8,0.001,7.96,106.5,98.6,-3.36,2009,5
Illinois,B10,21-15,14.38,109.2,94.8,66.6,-0.029,9.09,107.5,98.4,2.01,2010,1
Illinois,B10,20-14,20.14,113.3,93.1,64.8,-0.074,12.29,110.6,98.3,3.15,2011,9
Illinois,B10,17-15,9.49,104.3,94.8,64.2,-0.005,8.41,109,100.6,-2.2,2012,
Illinois,B10,23-13,15.82,110.6,94.8,64.6,0.042,10.84,108.1,97.3,-0.8,2013,7
Illinois,B10,20-15,13.1,106.5,93.4,61.2,0.007,9.4,109.8,100.4,-3.73,2014,2
Illinois,B10,19-14,11.68,108.3,96.7,64.8,-0.026,6.59,107.8,101.2,-4.22,2015,3
Illinois,B10,15-19,3.91,106.9,103,68.1,0.02,6.85,108.6,101.7,-0.33,2016,
Illinois,B10,20-15,11.31,107.2,95.8,66.7,0.028,8.41,109.6,101.2,-0.16,2017,2
Illinois,B10,14-18,6.67,109.6,103,69.9,-0.093,7.32,108.1,100.8,-3.19,2018,
Illinois,B10,12-21,7.97,109.1,101.1,70.6,-0.052,12.16,109.6,97.5,3.39,2019,
Illinois,B10,24-7,29.06,118,88.9,70.5,0.022,18.17,112.3,94.1,10.44,2021,1
Illinois,B10,23-10,18.75,112,93.3,67.2,0.033,10.44,109,98.6,1.39,2022,4
Illinois,B10,20-13,16.22,111.1,94.9,69.5,-0.053,8.8,109.1,100.3,-6.42,2023,9
Illinois,B10,26-8,23.99,125.6,101.6,69.9,-0.032,11.08,111.6,100.5,-2.25,2024,3
Illinois 7*,B10,21-10,17.23,110.9,93.7,66,0.022,10.38,107.7,97.3,-5.83,2020,
IL Chicago,Horz,21-9,10.64,110.5,99.9,68.4,0.024,1.02,103.5,102.5,-0.93,2003,
IL Chicago,Horz,24-8,10.39,107.5,97.1,64.6,0.037,-0.52,103.6,104.1,-2.97,2004,13
IL Chicago,Horz,15-14,3.06,107.6,104.5,65.9,-0.01,1.72,103.8,102.1,9.72,2005,
IL Chicago,Horz,16-15,-0.95,105.4,106.4,63.9,0.088,0.59,104.1,103.6,3.32,2006,
IL Chicago,Horz,14-18,0.71,107,106.3,66.2,-0.027,2.54,106,103.4,4.44,2007,
IL Chicago,Horz,18-15,5.34,104.8,99.5,65.7,-0.015,2.2,104,101.8,4.11,2008,
IL Chicago,Horz,16-15,3.01,105.6,102.6,65.1,-0.022,1.33,102.6,101.3,0.23,2009,
IL Chicago,Horz,8-22,-7.94,96.6,104.5,67.3,-0.029,2.66,104.2,101.6,1.52,2010,
IL Chicago,Horz,7-24,-7.99,96.5,104.5,64.2,-0.041,2.95,105,102,-0.01,2011,
IL Chicago,Horz,8-22,-10.42,97.9,108.3,64.3,0.008,0.15,102.1,101.9,-1.68,2012,
IL Chicago,Horz,18-16,-1.11,98.8,99.9,63,0.041,-0.49,102.3,102.8,-0.22,2013,
IL Chicago,Horz,6-25,-9.07,100.4,109.5,64.5,-0.113,1.3,105,103.7,0.88,2014,
IL Chicago,Horz,10-24,-9.61,101.2,110.8,64.4,-0.009,0.1,104.8,104.7,0.49,2015,
IL Chicago,Horz,5-25,-17.83,89.9,107.7,71.6,0.004,-0.76,104.6,105.4,-2.29,2016,
IL Chicago,Horz,17-19,-6.4,101.1,107.5,72.1,0.014,-4.16,101.7,105.9,-5.26,2017,
IL Chicago,Horz,20-16,-0.84,100.9,101.8,72.5,-0.01,-4.11,102.7,106.8,-1.48,2018,
IL Chicago,Horz,16-16,-2.78,100.8,103.5,70,-0.002,-2.2,104.9,107.1,0.31,2019,
IL Chicago,Horz,18-17,-3.14,96.4,99.5,69.5,-0.004,-4.74,100.1,104.9,-0.51,2020,
IL Chicago,Horz,9-13,-11.42,93.1,104.5,68.2,0.05,-3.33,102.4,105.8,-1.09,2021,
IL Chicago,Horz,14-16,-10.52,99.4,109.9,69.2,0.059,-7.43,98.9,106.3,0.62,2022,
IL Chicago,MVC,12-20,-10.98,97.7,108.6,68.9,0.019,-4.19,101.6,105.8,-10.43,2023,
IL Chicago,MVC,12-21,-2.67,100.9,103.6,68.1,-0.064,2.75,107.5,104.7,-2.77,2024,
Illinois St,MVC,8-21,-5.44,99.4,104.9,65.2,-0.05,2.34,104.5,102.2,3.46,2003,
Illinois St,MVC,10-19,-1.98,101.4,103.4,61.5,-0.061,3.35,104.8,101.4,1.49,2004,
Illinois St,MVC,17-13,4.11,105.9,101.8,63.7,0.057,4,105.4,101.4,-4.43,2005,
Illinois St,MVC,9-19,-0.89,92.8,93.6,61.2,-0.095,4.49,103.8,99.3,-6.25,2006,
Illinois St,MVC,15-16,8.38,107.1,98.7,65,-0.061,6.37,107.6,101.3,-3.19,2007,
Illinois St,MVC,25-10,12.37,106.2,93.9,62.5,0.043,4.12,106.5,102.4,-1.52,2008,2
Illinois St,MVC,24-10,12.44,109,96.5,64.2,-0.038,1.1,103.1,102,-4.41,2009,5
Illinois St,MVC,22-11,8.77,107.5,98.7,64.6,0.023,1.25,103.2,102,-8.5,2010,6
Illinois St,MVC,12-19,-6.01,96.4,102.5,62.3,-0.008,-2.12,102.5,104.6,-10.49,2011,
Illinois St,MVC,21-14,7.79,109.3,101.5,63.4,0.004,2.54,104.4,101.9,-7.47,2012,7
Illinois St,MVC,18-15,11.49,109.7,98.2,68.8,-0.094,4.14,105,100.8,-2.4,2013,
Illinois St,MVC,18-16,1.98,101.9,99.9,66.7,0.029,1.34,105.5,104.1,2.3,2014,
Illinois St,MVC,22-13,11.67,107.7,96.1,64.7,-0.05,3.2,106.1,102.9,1.9,2015,4
Illinois St,MVC,18-14,4.63,104,99.4,67.2,0.01,1.65,103.8,102.1,3.39,2016,
Illinois St,MVC,28-7,14,107.6,93.6,64.9,0.081,0.99,104.5,103.5,-0.69,2017,1
Illinois St,MVC,18-15,2.39,105.7,103.3,68.9,0.116,4.95,106.1,101.2,6.6,2018,
Illinois St,MVC,17-16,-3.45,101.4,104.8,66.7,0.084,-0.6,103.1,103.7,1.02,2019,
Illinois St,MVC,10-21,-4.55,98.4,102.9,68.5,-0.005,1.91,103.6,101.7,0.47,2020,
Illinois St,MVC,7-18,-3.62,98.7,102.3,69,-0.112,5.34,105.4,100.1,1.99,2021,
Illinois St,MVC,13-20,-1.5,105,106.5,68,-0.103,0.42,103.2,102.7,-5.48,2022,
Illinois St,MVC,11-21,-9.74,100.2,109.9,64.8,-0.02,-4.85,102.2,107.1,-8.23,2023,
Illinois St,MVC,15-17,-1.79,102.6,104.4,63.6,0.021,1.32,107.5,106.1,-3.88,2024,
Incarnate Word,Slnd,21-6,-7.59,102.7,110.3,68.7,0.015,-11.99,99.5,111.5,-1.04,2014,
Incarnate Word,Slnd,18-11,-5.06,107.5,112.6,67.4,0.041,-6.57,101.1,107.7,5.19,2015,
Incarnate Word,Slnd,17-12,-7.06,102.1,109.1,67.2,0.123,-6.4,101.7,108.1,8.07,2016,
Incarnate Word,Slnd,12-17,-12.61,101.7,114.3,71.8,0.032,-5.24,101.2,106.5,4.08,2017,
Incarnate Word,Slnd,7-21,-21.6,93.5,115.1,69.7,-0.006,-5.52,101.2,106.7,8.16,2018,
Incarnate Word,Slnd,6-25,-23.06,97.5,120.6,64.9,-0.066,-5.4,101.3,106.7,4.25,2019,
Incarnate Word,Slnd,9-22,-22.46,90.3,112.8,66.1,0.066,-6.92,99.3,106.3,-2.27,2020,
Incarnate Word,Slnd,8-14,-19.09,93.6,112.7,64.7,-0.049,-7.08,98.2,105.3,7.53,2021,
Incarnate Word,Slnd,7-25,-21.92,94.8,116.7,64.6,-0.008,-6.39,100.5,106.9,1.05,2022,
Incarnate Word,Slnd,12-19,-16.02,96.3,112.3,66.8,0.012,-8.77,101.3,110,-2.52,2023,
Incarnate Word,Slnd,8-23,-18.71,96.6,115.3,69.9,-0.009,-6.43,102.5,108.9,-3.15,2024,
Indiana,B10,21-13,14.48,113.4,98.9,63.7,0.05,10.49,107.2,96.8,9.29,2003,7
Indiana,B10,14-15,6.81,105.3,98.4,64,0.053,8.97,109.3,100.3,8.13,2004,
Indiana,B10,15-14,11,109.2,98.2,61.7,0.011,9.93,107.2,97.2,7.36,2005,
Indiana,B10,19-12,15.53,110,94.4,66.5,-0.012,9.77,108.8,99,2.17,2006,6
Indiana,B10,21-11,21.58,115.4,93.8,64.9,-0.058,9.96,108.5,98.5,1.51,2007,7
Indiana,B10,25-8,18.43,114.6,96.1,66.2,0.037,6.28,106.6,100.3,-2.3,2008,8
Indiana,B10,6-25,-3.92,99.1,103,65.4,-0.03,11.49,109.1,97.6,4.29,2009,
Indiana,B10,10-21,-1.64,101.4,103,67.3,-0.046,8.25,106.8,98.6,-5.79,2010,
Indiana,B10,12-20,8.57,110.3,101.7,64.6,-0.141,9.1,109.1,100,-9.03,2011,
Indiana,B10,27-9,22.55,120.2,97.6,66.7,0.007,8.41,107.4,99,-4.96,2012,4
Indiana,B10,29-7,29.31,120.8,91.5,66,-0.021,8.86,106.7,97.8,-5.16,2013,1
Indiana,B10,17-15,11.55,107.8,96.2,67.1,-0.069,7.01,108.8,101.8,-8.47,2014,
Indiana,B10,20-14,13.83,119.8,106,66.6,-0.044,6.92,107.8,100.9,-5.96,2015,10
Indiana,B10,27-8,23.05,121.7,98.7,68.2,0,6.4,108.8,102.4,-3.12,2016,5
Indiana,B10,18-16,14.49,116.1,101.6,68.4,-0.09,9.11,109.6,100.5,-5.48,2017,3
Indiana,B10,16-15,10.44,109.4,99,66.6,-0.025,7.83,109.7,101.8,-2.76,2018,
Indiana,B10,19-16,13.73,109.1,95.4,66.9,-0.034,10.62,109.4,98.8,-1.57,2019,1
Indiana,B10,12-15,14.95,109.1,94.2,65.9,-0.053,18.33,111.4,93.1,9.18,2021,
Indiana,B10,21-14,14.04,107,92.9,67.2,-0.02,8.51,108.1,99.6,-6.23,2022,12
Indiana,B10,23-12,17.03,114.2,97.2,67.8,0.022,10.69,110.5,99.9,-3.56,2023,4
Indiana,B10,19-14,8.68,109.7,101,68.4,0.138,11.86,113,101.2,-0.66,2024,
Indiana 10*,B10,20-12,15.73,108.5,92.7,67.9,0.016,10.71,108.3,97.6,-0.6,2020,
Indiana St,MVC,7-24,-10.79,90.9,101.7,62.1,-0.028,2.49,104.9,102.5,2.1,2003,
Indiana St,MVC,9-19,-3.69,97,100.7,59.9,-0.069,1.72,104.2,102.5,-2.4,2004,
Indiana St,MVC,11-20,0.24,97.4,97.1,63.4,-0.017,5.24,106.8,101.5,-0.93,2005,
Indiana St,MVC,13-16,-1.77,101.1,102.9,64.7,0.101,5.35,104.4,99,-5.81,2006,
Indiana St,MVC,13-18,1.94,104.1,102.1,62.5,0.059,9.16,109.2,100,2.02,2007,
Indiana St,MVC,15-16,3.2,105.9,102.7,64.3,0.041,6.27,106.9,100.6,2.21,2008,
Indiana St,MVC,11-21,-3.36,102.6,105.9,63.3,0.007,2.67,103.8,101.1,-0.54,2009,
Indiana St,MVC,17-15,3.02,104.5,101.5,64.2,0.068,3.93,104.6,100.7,-0.41,2010,
Indiana St,MVC,20-14,5.45,102.8,97.4,65,0.051,3.4,105.8,102.4,2.76,2011,14
Indiana St,MVC,18-15,3.09,102,98.9,64,0.06,3.16,104.8,101.6,-1.86,2012,
Indiana St,MVC,18-15,7.31,103,95.7,64,0.041,7.31,107.2,99.9,4.1,2013,6
Indiana St,MVC,23-11,5.61,106.8,101.2,65.3,0.082,1.65,106,104.4,0.23,2014,6
Indiana St,MVC,15-16,-0.7,102.7,103.4,66.6,0.015,0.23,103.5,103.2,-4.16,2015,
Indiana St,MVC,15-17,-0.37,99.4,99.8,70.2,0.013,1.87,104.4,102.5,1.44,2016,
Indiana St,MVC,11-20,-2.78,99.6,102.3,69.7,-0.009,2.47,105.2,102.7,1.71,2017,
Indiana St,MVC,13-18,2.63,104.7,102.1,69.9,-0.097,3.13,105.1,102,2.05,2018,
Indiana St,MVC,15-16,-3.99,101.4,105.4,68.9,0.026,-0.04,102.7,102.7,3.1,2019,
Indiana St,MVC,18-12,4.59,105.8,101.2,66.4,0.043,2.19,103.7,101.5,2.74,2020,
Indiana St,MVC,15-10,5.35,102.6,97.3,66.9,0.079,6.51,105.7,99.2,8.52,2021,
Indiana St,MVC,11-20,-4.78,98.3,103,69.2,-0.066,2.52,104.5,102,-0.13,2022,
Indiana St,MVC,23-13,6.51,109.6,103.1,70.3,-0.107,-5.06,101.5,106.6,-7.14,2023,
Indiana St,MVC,28-6,16.1,118.3,102.2,70.5,0.033,1.78,107.2,105.4,-4.22,2024,
Iona,MAAC,17-12,0.55,102.2,101.7,69,-0.033,-4.38,100.7,105,-3.76,2003,
Iona,MAAC,11-18,-3.98,101.6,105.6,69.2,-0.051,-1.75,102.3,104.1,2.89,2004,
Iona,MAAC,15-16,-2.07,100.5,102.5,67.9,-0.019,-3.28,102.6,105.9,1.25,2005,
Iona,MAAC,23-8,11.33,109.7,98.4,69.6,0.024,0.66,106,105.3,3.83,2006,13
Iona,MAAC,2-28,-19.41,87.7,107.1,65.8,-0.042,-3.74,102.9,106.7,1.96,2007,
Iona,MAAC,12-20,-5.7,95.2,100.9,66.3,-0.026,-2.49,103,105.5,-0.45,2008,
Iona,MAAC,12-19,-2.73,96,98.7,63.8,-0.065,-1.2,101.1,102.3,0.03,2009,
Iona,MAAC,21-10,6.11,100.1,94,64.7,0.04,-0.81,101.8,102.6,0.37,2010,
Iona,MAAC,25-12,11.61,113.6,102,68.3,-0.086,-1.5,101.4,102.9,1.3,2011,
Iona,MAAC,25-8,12.26,115.5,103.2,70,-0.011,-1.04,102.6,103.7,4.87,2012,14
Iona,MAAC,20-14,7.45,114.4,106.9,69.7,-0.07,0.94,102.4,101.4,4.09,2013,15
Iona,MAAC,22-11,10.14,118.6,108.5,68.6,-0.024,0.89,105.5,104.6,8.19,2014,6
Iona,MAAC,26-9,6.18,113.6,107.4,69.7,0.048,-2.25,102.1,104.4,1.64,2015,6
Iona,MAAC,22-11,7.13,110.5,103.4,71.9,-0.005,-1.78,103.7,105.5,5.71,2016,13
